GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;MIGALHA;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOLTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;CAMPO_DERIVADO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;TOOLTIP_ORIGEM_DADOS
Pessoal;Diárias;Pesquisa Básica;;Ano;Página Inicial / Pessoal / Diárias;sim;não;não;;-;;armazém SIAFI;Ano de exercício;Período Contábil ;Ano de exercício do Orçamento Fiscal (Formato AAAA)
Pessoal;Diárias;Pesquisa Básica;;Inicio/Fim;Página Inicial / Pessoal / Diárias;sim;não;não;;-;;armazém SIAFI;Mês - Númerico;Período Contábil ;Mês numérico de registro do documento SIAFI (0 a 14)
Pessoal;Diárias;Pesquisa Básica;Órgão;Órgão;Página Inicial / Pessoal / Diárias;não;sim;sim;Nome da unidade orçamentária que executou a despesa.;-;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;Nome completo da Unidade Orçamentária
Pessoal;Diárias;Pesquisa Básica;Órgão;Favorecido;Página Inicial / Pessoal / Diárias / Órgão;não;não;sim;Quem recebeu recursos públicos estaduais pela prestação de serviço ou entrega do produto. Ex: prefeituras, servidores, empresas, entidades do terceiro setor, etc.;-;;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Razão social do credor
Pessoal;Diárias;Pesquisa Básica;Órgão;CNPJ/CPF;Página Inicial / Pessoal / Diárias / Órgão;não;não;sim;Número de identificação. Pessoa Jurídica (CNPJ) e Pessoa física (CPF).;-;;armazém SIAFI;CNPJ_CPF Credor - Numérico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Código de CNPJ ou CPF do credor da despesa
Pessoal;Diárias;Pesquisa Básica;Órgão;Valor empenhado;Página Inicial / Pessoal / Diárias;não;sim;sim;Valor do orçamento reservado para fazer face a compromisso formalmente assumido com fornecedor ou credor.;-;;armazém SIAFI;Valor despesa empenhada;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor líquido, em reais, da despesa empenhada resultante da expressão: Valor inicial do empenho + Valor de reforço do empenho - Valor anulado do empenho - Valor anualdo de despesa paga
Pessoal;Diárias;Pesquisa Básica;Órgão;Número do Empenho;Página Inicial / Pessoal / Diárias / Órgão / Favorecido;não;sim;sim;Número de identificação do documento de empenho.;-;;armazém SIAFI;Número Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Número do documento de empenho
Pessoal;Diárias;Pesquisa Básica;Órgão;Data de Registro;Página Inicial / Pessoal / Diárias / Órgão / Favorecido;não;não;sim;Data de registro do documento de empenho;-;;armazém SIAFI;Data Registro Doc Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Data completa de registro do documento de empenho (Formato DD/MM/AAAA)
Pessoal;Diárias;Pesquisa Básica;Órgão;Valor liquidado;Página Inicial / Pessoal / Diárias;não;sim;sim;Valor que o fornecedor ou credor tem direito a receber referente a produto ou serviço devidamente entregue.;-;;armazém SIAFI;Valor despesa liquidada;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor total da despesa liquiada, em reais, resultante da expresão: (Valor liquidado bruto - Valor anulado de saldo liquidado) + Valor apropriado da despesa - Valor anulado de retenção - Valor anulado de multa - Valor anulado da despesa orçamentária
Pessoal;Diárias;Pesquisa Básica;Órgão;Data de Registro;Página Inicial / Pessoal / Diárias / Órgão / Favorecido;não;não;sim;Data de registro do documento de liquidação;-;;armazém SIAFI;Data Registro Doc Liquidação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Data completa de registro do documento de liquidação (Formato DD/MM/AAAA)
Pessoal;Diárias;Pesquisa Básica;Órgão;Número Documento;Página Inicial / Pessoal / Diárias / Órgão / Favorecido;não;sim;sim;Número de identificação do Documento;Número do documento da liquidação;;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Número sequencial da liquidação em cada empenho
Pessoal;Diárias;Pesquisa Básica;Órgão;Valor pago;Página Inicial / Pessoal / Diárias;não;sim;sim;Valor referente aos pagamentos efetuados através de movimentações bancárias, escriturais e apropriação contábil da despesa. O efetivo pagamento pode estar pendente de transmissão ao banco e/ou sujeito a compensação bancária.;-;;armazém SIAFI;Valor Pago Financeiro;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor referente aos pagamentos efetuados atravpes de movimentárias bancárias, escriturais e apropriação contábil da despesa
Pessoal;Diárias;Pesquisa Básica;Órgão;Data de Registro;Página Inicial / Pessoal / Diárias / Órgão / Favorecido;não;não;sim;Data de registro da ordem de pagamento;-;;armazém SIAFI;Data Registro;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Data Registro de Ordem de Pagamento (Formato DD/MM/AAAA)
Pessoal;Diárias;Pesquisa Básica;Órgão;Número da Ordem de Pagamento;Página Inicial / Pessoal / Diárias / Órgão / Favorecido;não;sim;sim;Número de identificação do documento da ordem de pagamento.;-;;armazém SIAFI;Número Docto Pagamento;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Número do documento de ordem de pagamento
Pessoal;Diárias;Pesquisa Básica;Favorecido por CPF;Favorecido;Página Inicial / Pessoal / Diárias / Favorecido;não;não;sim;Quem recebeu recursos públicos estaduais pela prestação de serviço ou entrega do produto. Ex: prefeituras, servidores, empresas, entidades do terceiro setor, etc.;-;;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Razão social do credor
Pessoal;Diárias;Pesquisa Básica;Favorecido por CPF;CNPJ/CPF;Página Inicial / Pessoal / Diárias / Favorecido;não;não;sim;Número de identificação. Pessoa Jurídica (CNPJ) e Pessoa física (CPF).;-;;armazém SIAFI;CNPJ_CPF Credor - Numérico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Código de CNPJ ou CPF do credor da despesa
Pessoal;Diárias;Pesquisa Básica;Favorecido por CPF;Órgão;Página Inicial / Pessoal / Diárias / Favorecido;não;não;sim;Nome da unidade orçamentária que executou a despesa.;-;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;Nome completo da Unidade Orçamentária
Pessoal;Diárias;Pesquisa Básica;Favorecido por CPF;Valor empenhado;Página Inicial / Pessoal / Diárias / Favorecido;não;sim;sim;Valor do orçamento reservado para fazer face a compromisso formalmente assumido com fornecedor ou credor.;-;;armazém SIAFI;valor despesa empenhada;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor líquido, em reais, da despesa empenhada resultante da expressão: Valor inicial do empenho + Valor de reforço do empenho - Valor anulado do empenho - Valor anualdo de despesa paga
Pessoal;Diárias;Pesquisa Básica;Favorecido por CPF;Número do Empenho;Página Inicial / Pessoal / Diárias / Órgão / Favorecido;não;sim;sim;Número de identificação do documento de empenho.;-;;armazém SIAFI;Número Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Número do documento de empenho
Pessoal;Diárias;Pesquisa Básica;Favorecido por CPF;Data de Registro;Página Inicial / Pessoal / Diárias / Órgão / Favorecido;não;não;sim;Data de registro do documento de empenho;-;;armazém SIAFI;Data Registro Doc Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Data completa de registro do documento de empenho (Formato DD/MM/AAAA)
